Location,Crossnumber,FemalePlotName,Mother,Cycle,MalePlotName,Father,First_Pollination_Date,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Good_Seeds,Number_of_Embryo_Rescued,Embryo_Rescue_Date,Germination_after_2_Weeks_Date,Active_after_2_Weeks,Germination_after_8_Weeks_Date,Active_after_8_Weeks,Days_to_Maturity,Days_in_ripening_shed
Arusha,NM201809_(136506C2/136599),16NM_ITC1460-IjihuInkundu_plot317_r16c20,ITC1460,2,16NM_ITC0712-AAcvRose_plot126_r6c1,ITC0712,2018-09-12,,,,,,,,,,,,
Arusha,NM201809_(136525C2/136357),16NM_MchareLaini_plot272_r13c20,Mchare Laini,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-09-28,2019-02-07,,,,,,,,,,132,
Arusha,NM201809_(136617C2/136460),16NM_ITC1468-Kahuti_plot7_r1c7,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-09-25,,,,,,,,,,,,
Arusha,NM201809_(136622C2/136510),16NM_ITC1468-Kahuti_plot99_r5c15,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-09-27,,,,,,,,,,,,
Arusha,NM201809_(136636C2/136706),16NM_ITC1468-Kahuti_plot10_r1c10,ITC1468,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-09-14,,,,,,,,,,,,
Arusha,NM201809_(136686C2/136510),16NM_MchareLaini_plot192_r10c19,Mchare Laini,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-09-26,,,,,,,,,,,,
Arusha,NM201809_(136689C2/136295),16NM_ITC1468-Kahuti_plot59_r3c17,ITC1468,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-09-19,2019-01-23,2019-01-30,0,,,,,,,,126,7
Arusha,NM201809_(153086C1/161582),16NM_Huti-white_plot209r10c2,Huti-white,1,Males_ITCO712_Cv_Rose_r2c1_plot22,ITC0712 Cv Rose,2018-09-25,,,,,,,,,,,,
Arusha,NM201809_538,16NM_Huti-white_plot2r1c2,Huti-white,,"",ITC0609 Pahang,2018-09-03,,,,,,,,,,,,
Arusha,NM201809_552,16NM_Huti-white_plot209r10c2,Huti-white,,"",ITC0712 Cv Rose,2018-09-24,,,,,,,,,,,,
Arusha,NM201809_553,16NM_Huti-white_plot338r17c2,Huti-white,,"",ITC0253 Borneo,2018-09-24,,,,,,,,,,,,
Arusha,NM201810_(136294C2/161548),16NM_ITC1468-Kahuti_plot55_r3c13,ITC1468,2,Males_ITC0609_Pahang_r1c11_plot19,ITC0609 Pahang,2018-10-03,,,,,,,,,,,,
Arusha,NM201810_(136300C2/136460),16NM_ITC1468-Kahuti_plot57_r3c15,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-01,,,,,,,,,,,,
Arusha,NM201810_(136301C2/136653),16NM_ITC1455-MchareMlelembo_plot424_r21c4,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-09-29,,,,,,,,,,,,
Arusha,NM201810_(136309C2/136460),16NM_ITC1468-Kahuti_plot31_r2c12,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-08,2019-01-23,,,,,,,,,,107,
Arusha,NM201810_(136311C2/136510),16NM_ITC1468-Kahuti_plot11_r1c11,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-02,2019-02-07,,,,,,,,,,128,
Arusha,NM201810_(136316C2/136460),16NM_ITC1460-IjihuInkundu_plot292_r14c3,ITC1460,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-09,,,,,,,,,,,,
Arusha,NM201810_(136319C2/136357),16NM_ITC1468-Kahuti_plot29_r2c14,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-10-19,,,,,,,,,,,,
Arusha,NM201810_(136325C2/136460),16NM_ITC1455-MchareMlelembo_plot429_r21c9,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-26,,,,,,,,,,,,
Arusha,NM201810_(136327C2/136490),16NM_ITC1468-Kahuti_plot58_r3c16,ITC1468,2,16NM_ITC0712-AAcvRose_plot42_r2c1,ITC0712,2018-10-16,2019-02-13,,,,,,,,,,120,
Arusha,NM201810_(136376C2/136460),16NM_ITC1460-IjihuInkundu_plot307_r15c13,ITC1460,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-03,2019-01-23,,,,,,,,,,112,
Arusha,NM201810_(136381C2/136357),16NM_ITC1468-Kahuti_plot96_r5c12,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-10-16,,,,,,,,,,,,
Arusha,NM201810_(136432C2/136357),16NM_ITC1455-MchareMlelembo_plot438_r21c18,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-10-16,,,,,,,,,,,,
Arusha,NM201810_(136442C2/136510),16NM_ITC1468-Kahuti_plot97_r5c13,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-01,,,,,,,,,,,,
Arusha,NM201810_(136444C2/136460),16NM_ITC1468-Kahuti_plot12_r1c12,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-03,,,,,,,,,,,,
Arusha,NM201810_(136451C2/136510),16NM_ITC1455-MchareMlelembo_plot405_r20c16,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-02,,,,,,,,,,,,
Arusha,NM201810_(136464C2/136295),16NM_ITC1460-IjihuInkundu_plot338_r17c2,ITC1460,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-10-17,,,,,,,,,,,,
Arusha,NM201810_(136473C2/136460),16NM_ITC1468-Kahuti_plot83_r4c2,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-08,,,,,,,,,,,,
Arusha,NM201810_(136482C2/136510),16NM_ITC1460-IjihuInkundu_plot328_r16c9,ITC1460,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-26,,,,,,,,,,,,
Arusha,NM201810_(136493C2/136460),16NM_ITC1468-Kahuti_plot46_r3c4,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-04,,,,,,,,,,,,
Arusha,NM201810_(136496C2/136460),16NM_ITC1460-IjihuInkundu_plot301_r15c7,ITC1460,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-29,,,,,,,,,,,,
Arusha,NM201810_(136498C2/136460),16NM_ITC1455-MchareMlelembo_plot436_r21c16,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-08,2019-01-29,,,,,,,,,,113,
Arusha,NM201810_(136507C2/161548),16NM_ITC1460-IjihuInkundu_plot296_r15c2,ITC1460,2,Males_ITC0609_Pahang_r1c11_plot19,ITC0609 Pahang,2018-10-08,2019-01-24,2019-01-31,105,,,,,,,,108,7
Arusha,NM201810_(136516C2/136460),16NM_ITC1455-MchareMlelembo_plot407_r20c14,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-08,2019-02-01,,,,,,,,,,116,
Arusha,NM201810_(136521C2/136460),16NM_Huti-white_plot125_r6c2,Huti-white,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-29,,,,,,,,,,,,
Arusha,NM201810_(136545C2/136460),16NM_ITC1460-IjihuInkundu_plot349_r17c13,ITC1460,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-22,,,,,,,,,,,,
Arusha,NM201810_(136545C3/136460),16NM_ITC1460-IjihuInkundu_plot349_r17c13,ITC1460,3,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-26,,,,,,,,,,,,
Arusha,NM201810_(136564C2/136460),16NM_ITC1460-IjihuInkundu_plot289_r14c6,ITC1460,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-03,,,,,,,,,,,,
Arusha,NM201810_(136573C2/136510),16NM_ITC1468-Kahuti_plot82_r4c3,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-29,2019-02-07,,,,,,,,,,101,
Arusha,NM201810_(136582C2/136460),16NM_ITC1468-Kahuti_plot69_r4c16,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-02,,,,,,,,,,,,
Arusha,NM201810_(136588C2/136460),16NM_Huti-white_plot187_r9c19,Huti-white,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-12,,,,,,,,,,,,
Arusha,NM201810_(136589C2/136706),16NM_ITC1455-MchareMlelembo_plot404_r20c17,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-10-24,,,,,,,,,,,,
Arusha,NM201810_(136609C2/161424),16NM_MchareLaini_plot216_r11c6,Mchare Laini,2,Males_ITC0609_Pahang_r1c11_plot20,ITC0609 Pahang,2018-10-03,,,,,,,,,,,,
Arusha,NM201810_(136623C2/136510),16NM_ITC1468-Kahuti_plot72_r4c13,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-29,,,,,,,,,,,,
Arusha,NM201810_(136663C2/136460),16NM_ITC1468-Kahuti_plot54_r3c12,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-02,,,,,,,,,,,,
Arusha,NM201810_(136668C2/136295),16NM_ITC1460-IjihuInkundu_plot322_r16c15,ITC1460,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-10-19,,,,,,,,,,,,
Arusha,NM201810_(136669C2/136357),16NM_ITC1460-IjihuInkundu_plot353_r17c17,ITC1460,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-10-18,,,,,,,,,,,,
Arusha,NM201810_(136679C2/136653),16NM_ITC1460-IjihuInkundu_plot310_r15c16,ITC1460,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-10-24,2019-01-24,2019-01-31,32,,,,,,,,92,7
Arusha,NM201810_(136680C2/136295),16NM_ITC1460-IjihuInkundu_plot283_r14c12,ITC1460,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-10-19,,,,,,,,,,,,
Arusha,NM201810_(136694C2/136510),16NM_Huti-white_plot130_r7c4,Huti-white,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-26,,,,,,,,,,,,
Arusha,NM201810_(136700C2/136357),16NM_ITC1460-IjihuInkundu_plot354_r17c18,ITC1460,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-10-18,,,,,,,,,,,,
Arusha,NM201810_(136703C2/136510),16NM_ITC1468-Kahuti_plot13_r1c13,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-01,,,,,,,,,,,,
Arusha,NM201810_(136716C2/161548),16NM_ITC1455-MchareMlelembo_plot408_r20c13,ITC1455-Mchare Mlelembo,2,Males_ITC0609_Pahang_r1c11_plot19,ITC0609 Pahang,2018-10-08,2019-02-01,,,,,,,,,,116,
Arusha,NM201811_(136284C2/136357),16NM_ITC1468-Kahuti_plot32_r2c11,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-06,,,,,,,,,,,,
Arusha,NM201811_(136289C2/136295),16NM_ITC1468-Kahuti_plot71_r4c14,ITC1468,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-11-07,,,,,,,,,,,,
Arusha,NM201811_(136298C2/136295),16NM_MchareLaini_plot259_r13c7,Mchare Laini,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-11-06,2018-12-05,,,,,,,,,,29,
Arusha,NM201811_(136340C2/136357),16NM_ITC1468-Kahuti_plot62_r3c20,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-21,,,,,,,,,,,,
Arusha,NM201811_(136346C2/136357),16NM_Huti-white_plot129_r7c3,Huti-white,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-06,,,,,,,,,,,,
Arusha,NM201811_(136354C2/136295),16NM_MchareLaini_plot249_r12c4,Mchare Laini,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-11-09,,,,,,,,,,,,
Arusha,NM201811_(136367C2/136357),16NM_Huti-white_plot140_r7c14,Huti-white,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-07,,,,,,,,,,,,
Arusha,NM201811_(136381C3/136283),16NM_ITC1468-Kahuti_plot96_r5c12,ITC1468,3,16NM_ITC0609-Pahang_plot127_r7c1,ITC0609 Pahang,2018-11-09,,,,,,,,,,,,
Arusha,NM201811_(136390C2/136653),16NM_ITC1460-IjihuInkundu_plot335_r16c2,ITC1460,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-11-14,,,,,,,,,,,,
Arusha,NM201811_(136397C2/136653),16NM_ITC1468-Kahuti_plot21_r1c21,ITC1468,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-11-14,,,,,,,,,,,,
Arusha,NM201811_(136406C2/136706),16NM_ITC1460-IjihuInkundu_plot351_r17c15,ITC1460,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-11-14,,,,,,,,,,,,
Arusha,NM201811_(136429C2/161503),16NM_MchareLaini_plot266_r13c14,Mchare Laini,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-11-29,,,,,,,,,,,,
Arusha,NM201811_(136433C2/136653),16NM_Huti-white_plot107_r6c20,Huti-white,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-11-12,,,,,,,,,,,,
Arusha,NM201811_(136434C2/136357),16NM_ITC1468-Kahuti_plot87_r5c3,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-08,2019-02-07,,,,,,,,,,91,
Arusha,NM201811_(136476C2/136392),16NM_ITC1460-IjihuInkundu_plot308_r15c14,ITC1460,2,16NM_ITC0712-AAcvRose_plot43_r3c1,ITC0712,2018-11-16,,,,,,,,,,,,
Arusha,NM201811_(136484C2/136357),16NM_Huti-white_plot122_r6c5,Huti-white,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-22,,,,,,,,,,,,
Arusha,NM201811_(136495C2/136510),16NM_MchareLaini_plot235_r12c18,Mchare Laini,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-30,,,,,,,,,,,,
Arusha,NM201811_(136524C2/161584),16NM_ITC1468-Kahuti_plot27_r2c16,ITC1468,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-11-27,,,,,,,,,,,,
Arusha,NM201811_(136527C2/136510),16NM_MchareLaini_plot190_r10c21,Mchare Laini,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-11-02,,,,,,,,,,,,
Arusha,NM201811_(136529C2/136510),16NM_ITC1468-Kahuti_plot95_r5c11,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-11-13,,,,,,,,,,,,
Arusha,NM201811_(136554C2/136460),16NM_ITC1468-Kahuti_plot81_r4c4,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-11-22,,,,,,,,,,,,
Arusha,NM201811_(136581C2/136460),16NM_ITC1460-IjihuInkundu_plot345_r17c9,ITC1460,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-11-02,,,,,,,,,,,,
Arusha,NM201811_(136627C2/136460),16NM_MchareLaini_plot255_r13c3,Mchare Laini,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-11-06,2019-02-07,,,,,,,,,,93,
Arusha,NM201811_(136628C2/136460),16NM_ITC1460-IjihuInkundu_plot297_r15c3,ITC1460,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-11-02,,,,,,,,,,,,
Arusha,NM201811_(136648C2/136357),16NM_ITC1460-IjihuInkundu_plot290_r14c5,ITC1460,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-06,,,,,,,,,,,,
Arusha,NM201811_(136659C2/161503),16NM_ITC1468-Kahuti_plot56_r3c14,ITC1468,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-11-29,,,,,,,,,,,,
Arusha,NM201811_(136662C2/136706),16NM_ITC1460-IjihuInkundu_plot293_r14c2,ITC1460,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-11-14,,,,,,,,,,,,
Arusha,NM201811_(136675C3/136510),16NM_ITC1455-MchareMlelembo_plot403_r20c18,ITC1455-Mchare Mlelembo,3,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-30,,,,,,,,,,,,
Arusha,NM201811_(136704C2/136510),16NM_MchareLaini_plot257_r13c5,Mchare Laini,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-11-21,,,,,,,,,,,,
Arusha,NM201811_(136712C2/136295),16NM_Huti-white_plot111_r6c16,Huti-white,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-11-07,,,,,,,,,,,,
Arusha,NM201811_(136719C2/136460),16NM_ITC1468-Kahuti_plot4_r1c4,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-11-01,2019-01-15,,,,,,,,,,75,
Arusha,NM201811_(136722C2/136357),16NM_MchareLaini_plot196_r10c15,Mchare Laini,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-06,,,,,,,,,,,,
Arusha,NM201811_(152445C1/161584),16NM_Huti-white_plot715r35c1,Huti-white,1,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-11-29,,,,,,,,,,,,
Arusha,NM201811_(152770C1/161584),16NM_Huti-white_plot757r37c1,Huti-white,1,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-11-16,,,,,,,,,,,,
Arusha,NM201811_(152936C1/161503),16NM_Huti-white_plot673r33c1,Huti-white,1,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-11-12,,,,,,,,,,,,
Arusha,NM201812_(136304C2/136510),16NM_ITC1460-IjihuInkundu_plot316_r16c21,ITC1460,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-12-31,,,,,,,,,,,,
Arusha,NM201812_(136321C2/161503),16NM_ITC1460-IjihuInkundu_plot291_r14c4,ITC1460,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-12-03,,,,,,,,,,,,
Arusha,NM201812_(136363C2/161503),16NM_ITC1468-Kahuti_plot49_r3c7,ITC1468,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-12-11,,,,,,,,,,,,
Arusha,NM201812_(136365C2/161584),16NM_ITC1468-Kahuti_plot24_r2c19,ITC1468,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-12-18,,,,,,,,,,,,
Arusha,NM201812_(136375C2/161584),16NM_ITC1460-IjihuInkundu_plot314_r15c20,ITC1460,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-12-06,,,,,,,,,,,,
Arusha,NM201812_(136393C2/161503),16NM_MchareLaini_plot270_r13c18,Mchare Laini,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-12-06,,,,,,,,,,,,
Arusha,NM201812_(136402C2/161582),16NM_Huti-white_plot180_r9c12,Huti-white,2,Males_ITCO712_Cv_Rose_r2c1_plot22,ITC0712 Cv Rose,2018-12-04,,,,,,,,,,,,
Arusha,NM201812_(136447C2/161503),16NM_ITC1460-IjihuInkundu_plot312_r15c18,ITC1460,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-12-06,,,,,,,,,,,,
Arusha,NM201812_(136501C2/161584),16NM_Huti-white_plot183_r9c15,Huti-white,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-12-01,,,,,,,,,,,,
Arusha,NM201812_(136530C2/136392),16NM_ITC1455-MchareMlelembo_plot400_r20c21,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot43_r3c1,ITC0712,2018-12-12,,,,,,,,,,,,
Arusha,NM201812_(136530C2/136706),16NM_ITC1455-MchareMlelembo_plot400_r20c21,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-12-13,,,,,,,,,,,,
Arusha,NM201812_(136536C2/136653),16NM_Huti-white_plot151_r8c18,Huti-white,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-12-11,,,,,,,,,,,,
Arusha,NM201812_(136560C2/136706),16NM_ITC1468-Kahuti_plot86_r5c2,ITC1468,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-12-13,,,,,,,,,,,,
Arusha,NM201812_(136598C2/161503),16NM_ITC1460-IjihuInkundu_plot344_r17c8,ITC1460,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-12-11,2019-01-11,,,,,,,,,,31,
Arusha,NM201812_(136644C2/161503),16NM_ITC1468-Kahuti_plot48_r3c6,ITC1468,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-12-17,,,,,,,,,,,,
Arusha,NM201812_(136652C2/161584),16NM_ITC1468-Kahuti_plot50_r3c8,ITC1468,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-12-20,,,,,,,,,,,,
Arusha,NM201812_(136681C2/161584),16NM_ITC1468-Kahuti_plot75_r4c10,ITC1468,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-12-05,,,,,,,,,,,,
Arusha,NM201812_(136691C2/161584),16NM_ITC1460-IjihuInkundu_plot278_r14c17,ITC1460,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-12-24,,,,,,,,,,,,
Arusha,NM201812_(152405C1/161554),16NM_Huti-white_plot211r11c1,Huti-white,1,Males__ITC0249_Calcutta4_r1c1_plot1,ITC0249 Calcutta 4,2018-12-11,,,,,,,,,,,,
Arusha,NM201812_(152650C1/161503),16NM_Huti-white_plot756r36c1,Huti-white,1,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-12-22,,,,,,,,,,,,
Arusha,NM201812_(153012C1/161584),16NM_Huti-white_plot714r34c1,Huti-white,1,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-12-11,,,,,,,,,,,,
Arusha,NM201812_(153130C1/161584),16NM_Huti-white_plot19r1c19,Huti-white,1,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-12-01,,,,,,,,,,,,
Arusha,NM201901_(136290C2/161584),16NM_ITC1468-Kahuti_plot102_r5c18,ITC1468,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2019-01-08,,,,,,,,,,,,
Arusha,NM201901_(136299C2/161584),16NM_MchareLaini_plot194_r10c17,Mchare Laini,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2019-01-14,,,,,,,,,,,,
Arusha,NM201901_(136310C2/136706),16NM_ITC1468-Kahuti_plot35_r2c8,ITC1468,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2019-01-08,,,,,,,,,,,,
Arusha,NM201901_(136332C2/136295),16NM_ITC1455-MchareMlelembo_plot382_r19c4,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2019-01-08,,,,,,,,,,,,
Arusha,NM201901_(136339C2/136706),16NM_ITC1460-IjihuInkundu_plot311_r15c17,ITC1460,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2019-01-08,,,,,,,,,,,,
Arusha,NM201901_(136353C2/161503),16NM_ITC1455-MchareMlelembo_plot361_r18c18,ITC1455-Mchare Mlelembo,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2019-01-22,,,,,,,,,,,,
Arusha,NM201901_(136382C2/161503),16NM_ITC1460-IjihuInkundu_plot355_r17c19,ITC1460,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2019-01-22,,,,,,,,,,,,
Arusha,NM201901_(136408C2/161503),16NM_MchareLaini_plot246_r12c7,Mchare Laini,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2019-01-22,,,,,,,,,,,,
Arusha,NM201901_(136425C2/161503),16NM_Huti-white_plot152_r8c17,Huti-white,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2019-01-17,,,,,,,,,,,,
Arusha,NM201901_(136426C2/161584),16NM_Huti-white_plot189_r9c21,Huti-white,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2019-01-07,,,,,,,,,,,,
