Location,Crossnumber,FemalePlotName,Mother,Cycle,MalePlotName,Father,First_Pollination_Date,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Good_Seeds,Number_of_Embryo_Rescued,Embryo_Rescue_Date,Germination_after_2_Weeks_Date,Active_after_2_Weeks,Germination_after_8_Weeks_Date,Active_after_8_Weeks,Days_to_Maturity,Days_in_ripening_shed
Sendusu,SE201811_(163103C1/132373),Nakyetengu_14_Phase2_R8C5,IITA-Nakyetengu,1,17-7197-2_R12C3_plot168,7197-2,2018-11-29,,,,,,,,,,,,
Sendusu,SE201811_(163105C1/132330),Entukura_14_Phase2_R5C9,Entukura,1,17-8075-7_R3C1_plot31,8075-7,2018-11-08,2019-02-08,,,,,,,,,,92,
Sendusu,SE201811_(163122C1/132696),Kabucuragye_14_Phase2_R19C8,Kabucuragye,1,17-8075-7_R1C3_plot3,8075-7,2018-11-21,,,,,,,,,,,,
Sendusu,SE201811_(163125C1/132505),Enzirabahima_14_Phase2_R25C6,ITC1354,1,17-SH3217_R13C3_plot183,SH3217,2018-11-19,2019-02-08,,,,,,,,,,81,
Sendusu,SE201811_(163140C1/132635),Kabucuragye_14_Phase2_R19C2,Kabucuragye,1,17-7197-2_R12C2_plot167,7197-2,2018-11-17,,,,,,,,,,,,
Sendusu,SE201811_(163151C1/132649),Entukura_14_Phase2_R4C6,Entukura,1,17-9128-3_R4C11_plot56,9128-3,2018-11-21,,,,,,,,,,,,
Sendusu,SE201811_(163175C1/132555),Tereza_16_Phase3_R18C8,Tereza,1,17-9128-3_R4C15_plot60,9128-3,2018-11-28,,,,,,,,,,,,
Sendusu,SE201811_(163185C1/132452),Entukura_16_Phase3_R6C7,Entukura,1,17-9128-3_R4C7_plot52,9128-3,2018-11-28,,,,,,,,,,,,
Sendusu,SE201811_(163189C1/132514),Kazirakwe_16_Phase3_R29C4,ITC1355,1,17-7197-2_R12C6_plot171,7197-2,2018-11-17,,,,,,,,,,,,
Sendusu,SE201811_(163210C1/132425),Entukura_16_Phase3_R6C9,Entukura,1,17-9128-3_R5C1_plot61,9128-3,2018-11-05,,,,,,,,,,,,
Sendusu,SE201811_(163221C1/132403),Kabucuragye_16_Phase3_R20C7,Kabucuragye,1,17-8075-7_R1C8_plot8,8075-7,2018-11-19,,,,,,,,,,,,
Sendusu,SE201811_(163239C1/132316),Nfuuka_16_Phase3_R15C2,Nfuuka,1,17-8075-7_R2C1_plot16,8075-7,2018-11-23,,,,,,,,,,,,
Sendusu,SE201811_(163244C1/132339),Kazirakwe_16_Phase3_R30C2,ITC1355,1,17-8075-7_R2C14_plot29,8075-7,2018-11-27,,,,,,,,,,,,
Sendusu,SE201811_(163252C1/132348),Enzirabahima_16_Phase3_R27C2,ITC1354,1,17-7197-2_R11C3_plot153,7197-2,2018-11-19,,,,,,,,,,,,
Sendusu,SE201811_(163257C1/132566),Nakasabira_16_Phase3_R32C4,Nakasabira,1,17-8075-7_R1C2_plot2,8075-7,2018-11-13,2019-02-11,,,,,,,,,,90,
Sendusu,SE201811_(163288C1/132566),Nakyetengu_16_Phase3_R7C3,IITA-Nakyetengu,1,17-8075-7_R1C2_plot2,8075-7,2018-11-08,2019-02-11,,,,,,,,,,95,
Sendusu,SE201811_(163290C1/132498),Nfuuka_16_Phase3_R13C3,Nfuuka,1,17-9128-3_R4C1_plot46,9128-3,2018-11-12,2019-02-08,,,,,,,,,,88,
Sendusu,SE201811_(163327C1/132522),Nakasabira_16_Phase3_R31C4,Nakasabira,1,17-5265-1_R9C5_plot125,TMB2X5265-1,2018-11-06,,,,,,,,,,,,
Sendusu,SE201811_(163331C1/132649),Nakasabira_16_Phase3_R32C1,Nakasabira,1,17-9128-3_R4C11_plot56,9128-3,2018-11-19,,,,,,,,,,,,
Sendusu,SE201811_(163332C1/132505),Nakyetengu_16_Phase3_R8C10,IITA-Nakyetengu,1,17-SH3217_R13C3_plot183,SH3217,2018-11-05,,,,,,,,,,,,
Sendusu,SE201811_(163370C1/132610),Kazirakwe_16_Phase3_R29C2,ITC1355,1,17-8075-7_R1C7_plot7,8075-7,2018-11-05,,,,,,,,,,,,
Sendusu,SE201811_(163373C1/132425),Enzirabahima_16_Phase3_R27C7,ITC1354,1,17-9128-3_R5C1_plot61,9128-3,2018-11-02,,,,,,,,,,,,
Sendusu,SE201811_(163402C1/132522),Tereza_16_Phase3_R18C1,Tereza,1,17-5265-1_R9C5_plot125,TMB2X5265-1,2018-11-27,,,,,,,,,,,,
Sendusu,SE201811_(163404C1/132348),Entukura_16_Phase3_R4C4,Entukura,1,17-7197-2_R11C3_plot153,7197-2,2018-11-12,,,,,,,,,,,,
Sendusu,SE201811_(163407C1/132348),Enzirabahima_16_Phase3_R26C4,ITC1354,1,17-7197-2_R11C3_plot153,7197-2,2018-11-08,,,,,,,,,,,,
Sendusu,SE201812_(162384C1/132325),29275S-1_14_R8P3,29275S-1,1,17-10969s-1_R22C1_plot316,10969S-1,2018-12-12,,,,,,,,,,,,
Sendusu,SE201812_(162398C1/132316),29364S-2_14_R12P2,29364S-2,1,17-8075-7_R2C1_plot16,8075-7,2018-12-19,,,,,,,,,,,,
Sendusu,SE201812_(162428C1/132354),29275S-1_14_R8P4,29275S-1,1,17-10969s-1_R23C10_plot340,10969S-1,2018-12-17,,,,,,,,,,,,
Sendusu,SE201812_(162435C1/132708),29364S-2_14_R12P3,29364S-2,1,17-7197-2_R11C14_plot164,7197-2,2018-12-27,,,,,,,,,,,,
Sendusu,SE201812_(162438C1/132631),25974S-17_14_R5P8,25974S-17,1,17-7197-2_R10C7_plot142,7197-2,2018-12-19,,,,,,,,,,,,
Sendusu,SE201812_(162484C1/132332),29275S-4_14_R2P3,29275S-4,1,17-8075-7_R1C11_plot11,8075-7,2018-12-28,,,,,,,,,,,,
Sendusu,SE201812_(162486C1/132608),29275S-4_14_R1P6,29275S-4,1,17-8075-7_R3C3_plot33,8075-7,2018-12-07,,,,,,,,,,,,
Sendusu,SE201812_(162494C1/132684),29364S-2_14_R12P1,29364S-2,1,17-7197-2_R11C5_plot155,7197-2,2018-12-13,,,,,,,,,,,,
Sendusu,SE201812_(162500C1/132625),Entukura_14_Phase1_R5C14,Entukura,1,17-SH3362_R19C7_plot277,SH3362,2018-12-20,,,,,,,,,,,,
Sendusu,SE201812_(162526C1/132684),Entukura_14_Phase1_R4C11,Entukura,1,17-7197-2_R11C5_plot155,7197-2,2018-12-03,,,,,,,,,,,,
Sendusu,SE201812_(162577C1/132624),Entukura_14_Phase1_R6C13,Entukura,1,17-5265-1_R8C3_plot108,TMB2X5265-1,2018-12-22,,,,,,,,,,,,
Sendusu,SE201812_(162623C1/132522),Nakyetengu_14_Phase1_R8C2,IITA-Nakyetengu,1,17-5265-1_R9C5_plot125,TMB2X5265-1,2018-12-04,,,,,,,,,,,,
Sendusu,SE201812_(162654C1/132379),Nakasabira_14_Phase1_R33C3,Nakasabira,1,17-9128-3_R4C4_plot49,9128-3,2018-12-24,,,,,,,,,,,,
Sendusu,SE201812_(162681C1/132316),Entukura_14_Phase1_R5C7,Entukura,1,17-8075-7_R2C1_plot16,8075-7,2018-12-04,,,,,,,,,,,,
Sendusu,SE201812_(162682C1/132707),Enzirabahima_14_Phase1_R25C16,ITC1354,1,17-8075-7_R3C4_plot34,8075-7,2018-12-07,,,,,,,,,,,,
Sendusu,SE201812_(162742C1/132316),Nfuuka_14_Phase1_R13C1,Nfuuka,1,17-8075-7_R2C1_plot16,8075-7,2018-12-24,,,,,,,,,,,,
Sendusu,SE201812_(162745C1/132348),Nfuuka_14_Phase1_R15C7,Nfuuka,1,17-7197-2_R11C3_plot153,7197-2,2018-12-26,,,,,,,,,,,,
Sendusu,SE201812_(162763C1/132684),Nfuuka_14_Phase1_R14C11,Nfuuka,1,17-7197-2_R11C5_plot155,7197-2,2018-12-12,,,,,,,,,,,,
Sendusu,SE201812_(162840C1/132522),Nakyetengu_14_Phase1_R9C2,IITA-Nakyetengu,1,17-5265-1_R9C5_plot125,TMB2X5265-1,2018-12-13,,,,,,,,,,,,
Sendusu,SE201812_(162847C1/132330),Tereza_14_Phase1_R18C9,Tereza,1,17-8075-7_R3C1_plot31,8075-7,2018-12-28,,,,,,,,,,,,
Sendusu,SE201812_(162851C1/132707),Entukura_14_Phase1_R6C12,Entukura,1,17-8075-7_R3C4_plot34,8075-7,2018-12-03,,,,,,,,,,,,
Sendusu,SE201812_(162870C1/132625),Entukura_14_Phase1_R6C18,Entukura,1,17-SH3362_R19C7_plot277,SH3362,2018-12-04,,,,,,,,,,,,
Sendusu,SE201812_(162890C1/132316),Nfuuka_14_Phase1_R14C8,Nfuuka,1,17-8075-7_R2C1_plot16,8075-7,2018-12-26,,,,,,,,,,,,
Sendusu,SE201812_(162892C1/132498),Enzirabahima_14_Phase1_R26C15,ITC1354,1,17-9128-3_R4C1_plot46,9128-3,2018-12-07,,,,,,,,,,,,
Sendusu,SE201812_(162935C1/132514),Tereza_14_Phase2_R18C8,Tereza,1,17-7197-2_R12C6_plot171,7197-2,2018-12-07,,,,,,,,,,,,
Sendusu,SE201812_(162947C1/132697),Kazirakwe_14_Phase2_R28C10,ITC1355,1,17-SH3217_R13C5_plot185,SH3217,2018-12-24,,,,,,,,,,,,
Sendusu,SE201812_(162971C1/132332),Kazirakwe_14_Phase2_R29C7,ITC1355,1,17-8075-7_R1C11_plot11,8075-7,2018-12-20,,,,,,,,,,,,
Sendusu,SE201812_(162992C1/132484),Kazirakwe_14_Phase2_R29C8,ITC1355,1,17-7197-2_R12C12_plot177,7197-2,2018-12-20,,,,,,,,,,,,
Sendusu,SE201812_(163006C1/132555),Kazirakwe_14_Phase2_R28C4,ITC1355,1,17-9128-3_R4C15_plot60,9128-3,2018-12-28,,,,,,,,,,,,
Sendusu,SE201812_(163062C1/132348),Nakasabira_14_Phase2_R33C10,Nakasabira,1,17-7197-2_R11C3_plot153,7197-2,2018-12-10,,,,,,,,,,,,
Sendusu,SE201812_(163063C1/132552),Nfuuka_14_Phase2_R14C4,Nfuuka,1,17-7197-2_R10C3_plot138,7197-2,2018-12-27,,,,,,,,,,,,
Sendusu,SE201812_(163073C1/132608),Entukura_14_Phase2_R4C10,Entukura,1,17-8075-7_R3C3_plot33,8075-7,2018-12-15,,,,,,,,,,,,
Sendusu,SE201812_(163091C1/132608),Nakasabira_14_Phase2_R32C1,Nakasabira,1,17-8075-7_R3C3_plot33,8075-7,2018-12-08,,,,,,,,,,,,
Sendusu,SE201812_(163113C1/132505),Kabucuragye_14_Phase2_R20C6,Kabucuragye,1,17-SH3217_R13C3_plot183,SH3217,2018-12-12,,,,,,,,,,,,
Sendusu,SE201812_(163127C1/132533),Nakyetengu_14_Phase2_R7C10,IITA-Nakyetengu,1,17-8075-7_R2C5_plot20,8075-7,2018-12-04,,,,,,,,,,,,
Sendusu,SE201812_(163135C1/132514),Enzirabahima_14_Phase2_R25C5,ITC1354,1,17-7197-2_R12C6_plot171,7197-2,2018-12-24,,,,,,,,,,,,
Sendusu,SE201812_(163136C1/132709),Kabucuragye_14_Phase2_R19C10,Kabucuragye,1,17-SH3217_R14C1_plot196,SH3217,2018-12-03,,,,,,,,,,,,
Sendusu,SE201812_(163139C1/132316),Nakasabira_14_Phase2_R33C9,Nakasabira,1,17-8075-7_R2C1_plot16,8075-7,2018-12-26,,,,,,,,,,,,
Sendusu,SE201812_(163146C1/132452),Nakasabira_14_Phase2_R31C9,Nakasabira,1,17-9128-3_R4C7_plot52,9128-3,2018-12-12,,,,,,,,,,,,
Sendusu,SE201812_(163172C1/132379),Nakyetengu_16_Phase3_R7C2,IITA-Nakyetengu,1,17-9128-3_R4C4_plot49,9128-3,2018-12-05,,,,,,,,,,,,
Sendusu,SE201812_(163201C1/132522),Nakyetengu_16_Phase3_R7C1,IITA-Nakyetengu,1,17-5265-1_R9C5_plot125,TMB2X5265-1,2018-12-14,,,,,,,,,,,,
Sendusu,SE201812_(163215C1/132484),Tereza_16_Phase3_R18C4,Tereza,1,17-7197-2_R12C12_plot177,7197-2,2018-12-05,,,,,,,,,,,,
Sendusu,SE201812_(163218C1/132505),Nakasabira_16_Phase3_R31C1,Nakasabira,1,17-SH3217_R13C3_plot183,SH3217,2018-12-26,,,,,,,,,,,,
Sendusu,SE201812_(163219C1/132522),Enzirabahima_16_Phase3_R25C3,ITC1354,1,17-5265-1_R9C5_plot125,TMB2X5265-1,2018-12-07,,,,,,,,,,,,
Sendusu,SE201812_(163251C1/132649),Kazirakwe_16_Phase3_R29C1,ITC1355,1,17-9128-3_R4C11_plot56,9128-3,2018-12-03,,,,,,,,,,,,
Sendusu,SE201812_(163253C1/132379),Kabucuragye_16_Phase3_R21C5,Kabucuragye,1,17-9128-3_R4C4_plot49,9128-3,2018-12-17,,,,,,,,,,,,
Sendusu,SE201812_(163264C1/132514),Kazirakwe_16_Phase3_R28C1,ITC1355,1,17-7197-2_R12C6_plot171,7197-2,2018-12-05,,,,,,,,,,,,
Sendusu,SE201812_(163287C1/132697),Enzirabahima_16_Phase3_R26C10,ITC1354,1,17-SH3217_R13C5_plot185,SH3217,2018-12-13,,,,,,,,,,,,
Sendusu,SE201812_(163316C1/132373),Kazirakwe_16_Phase3_R28C9,ITC1355,1,17-7197-2_R12C3_plot168,7197-2,2018-12-04,,,,,,,,,,,,
Sendusu,SE201812_(163330C1/132401),Kabucuragye_16_Phase3_R19C3,Kabucuragye,1,17-9128-3_R4C2_plot47,9128-3,2018-12-27,,,,,,,,,,,,
Sendusu,SE201812_(163345C1/132332),Entukura_16_Phase3_R5C9,Entukura,1,17-8075-7_R1C11_plot11,8075-7,2018-12-17,,,,,,,,,,,,
Sendusu,SE201812_(163357C1/132381),Kabucuragye_16_Phase3_R21C1,Kabucuragye,1,17-8075-7_R2C9_plot24,8075-7,2018-12-17,,,,,,,,,,,,
Sendusu,SE201812_(163387C1/132332),Nakyetengu_16_Phase3_R8C6,IITA-Nakyetengu,1,17-8075-7_R1C11_plot11,8075-7,2018-12-27,,,,,,,,,,,,
Sendusu,SE201812_(163391C1/132709),Entukura_16_Phase3_R4C6,Entukura,1,17-SH3217_R14C1_plot196,SH3217,2018-12-20,,,,,,,,,,,,
Sendusu,SE201812_(163403C1/132401),Nakyetengu_16_Phase3_R7C8,IITA-Nakyetengu,1,17-9128-3_R4C2_plot47,9128-3,2018-12-27,,,,,,,,,,,,
Sendusu,SE201812_(163407C1/132316),Enzirabahima_16_Phase3_R26C4,ITC1354,1,17-8075-7_R2C1_plot16,8075-7,2018-12-24,,,,,,,,,,,,
Sendusu,SE201901_(162354C1/132316),29364S-2_14_R11P2,29364S-2,1,17-8075-7_R2C1_plot16,8075-7,2019-01-14,,,,,,,,,,,,
Sendusu,SE201901_(162517C1/132348),Kazirakwe_14_Phase1_R30C8,ITC1355,1,17-7197-2_R11C3_plot153,7197-2,2018-10-31,,,,,,,,,,,,
Sendusu,SE201901_(162520C1/132348),Tereza_14_Phase1_R16C1,Tereza,1,17-7197-2_R11C3_plot153,7197-2,2019-01-17,,,,,,,,,,,,
Sendusu,SE201901_(162528C1/132316),Tereza_14_Phase1_R18C10,Tereza,1,17-8075-7_R2C1_plot16,8075-7,2019-01-14,,,,,,,,,,,,
Sendusu,SE201901_(162535C1/132576),Enzirabahima_14_Phase1_R26C3,ITC1354,1,17-SH3362_R18C13_plot268,SH3362,2019-01-18,,,,,,,,,,,,
Sendusu,SE201901_(162589C1/132635),Enzirabahima_14_Phase1_R27C8,ITC1354,1,17-7197-2_R12C2_plot167,7197-2,2019-01-15,,,,,,,,,,,,
Sendusu,SE201901_(162595C1/132709),Nakyetengu_14_Phase1_R9C6,IITA-Nakyetengu,1,17-SH3217_R14C1_plot196,SH3217,2018-10-31,,,,,,,,,,,,
Sendusu,SE201901_(162605C1/132374),Entukura_14_Phase1_R6C1,Entukura,1,17-SH3217_R13C4_plot184,SH3217,2019-01-18,,,,,,,,,,,,
Sendusu,SE201901_(162612C1/132330),Enzirabahima_14_Phase1_R25C18,ITC1354,1,17-8075-7_R3C1_plot31,8075-7,2018-10-31,,,,,,,,,,,,
Sendusu,SE201901_(162614C1/132709),Nfuuka_14_Phase1_R13C11,Nfuuka,1,17-SH3217_R14C1_plot196,SH3217,2019-01-14,,,,,,,,,,,,
Sendusu,SE201901_(162620C1/132625),Nakasabira_14_Phase1_R32C14,Nakasabira,1,17-SH3362_R19C7_plot277,SH3362,2018-10-19,,,,,,,,,,,,
Sendusu,SE201901_(162627C1/132640),Enzirabahima_14_Phase1_R26C11,ITC1354,1,17-5265-1_R9C3_plot123,TMB2X5265-1,2019-01-17,,,,,,,,,,,,
Sendusu,SE201901_(162672C1/132379),Nfuuka_14_Phase1_R14C10,Nfuuka,1,17-9128-3_R4C4_plot49,9128-3,2019-01-11,,,,,,,,,,,,
Sendusu,SE201901_(162685C1/132709),Nakasabira_14_Phase1_R31C3,Nakasabira,1,17-SH3217_R14C1_plot196,SH3217,2018-10-19,,,,,,,,,,,,
Sendusu,SE201901_(162701C1/132379),Entukura_14_Phase1_R6C6,Entukura,1,17-9128-3_R4C4_plot49,9128-3,2019-01-17,,,,,,,,,,,,
Sendusu,SE201901_(162726C1/132433),Tereza_14_Phase1_R18C2,Tereza,1,17-5265-1_R8C8_plot113,TMB2X5265-1,2019-01-18,,,,,,,,,,,,
Sendusu,SE201901_(162727C1/132566),Entukura_14_Phase1_R4C18,Entukura,1,17-8075-7_R1C2_plot2,8075-7,2018-10-19,,,,,,,,,,,,
Sendusu,SE201901_(162755C1/132649),Enzirabahima_14_Phase1_R25C5,ITC1354,1,17-9128-3_R4C11_plot56,9128-3,2018-11-14,,,,,,,,,,,,
Sendusu,SE201901_(162758C1/132709),Tereza_14_Phase1_R17C17,Tereza,1,17-SH3217_R14C1_plot196,SH3217,2019-01-17,,,,,,,,,,,,
Sendusu,SE201901_(162761C1/132425),Nfuuka_14_Phase1_R14C12,Nfuuka,1,17-9128-3_R5C1_plot61,9128-3,2018-10-18,,,,,,,,,,,,
Sendusu,SE201901_(162776C1/132696),Entukura_14_Phase1_R4C2,Entukura,1,17-8075-7_R1C3_plot3,8075-7,2019-01-05,,,,,,,,,,,,
Sendusu,SE201901_(162786C1/132635),Enzirabahima_14_Phase1_R27C17,ITC1354,1,17-7197-2_R12C2_plot167,7197-2,2019-01-14,,,,,,,,,,,,
Sendusu,SE201901_(162799C1/132348),Nakasabira_14_Phase1_R33C6,Nakasabira,1,17-7197-2_R11C3_plot153,7197-2,2019-01-15,,,,,,,,,,,,
Sendusu,SE201901_(162814C1/132379),Tereza_14_Phase1_R18C11,Tereza,1,17-9128-3_R4C4_plot49,9128-3,2019-01-17,,,,,,,,,,,,
Sendusu,SE201901_(162861C1/132505),Nakasabira_14_Phase1_R32C10,Nakasabira,1,17-SH3217_R13C3_plot183,SH3217,2018-11-14,2019-02-11,,,,,,,,,,89,
Sendusu,SE201901_(162873C1/132635),Enzirabahima_14_Phase1_R26C18,ITC1354,1,17-7197-2_R12C2_plot167,7197-2,2018-10-16,,,,,,,,,,,,
Sendusu,SE201901_(162889C1/132625),Entukura_14_Phase1_R6C4,Entukura,1,17-SH3362_R19C7_plot277,SH3362,2019-01-21,,,,,,,,,,,,
Sendusu,SE201901_(162921C1/132316),Nfuuka_14_Phase1_R15C2,Nfuuka,1,17-8075-7_R2C1_plot16,8075-7,2019-01-17,,,,,,,,,,,,
Sendusu,SE201901_(162945C1/132433),Entukura_14_Phase2_R6C7,Entukura,1,17-5265-1_R8C8_plot113,TMB2X5265-1,2019-01-15,,,,,,,,,,,,
Sendusu,SE201901_(162983C1/132425),Nakyetengu_14_Phase2_R9C10,IITA-Nakyetengu,1,17-9128-3_R5C1_plot61,9128-3,2018-10-16,,,,,,,,,,,,
Sendusu,SE201901_(163002C1/132635),Nakasabira_14_Phase2_R33C6,Nakasabira,1,17-7197-2_R12C2_plot167,7197-2,2019-01-15,,,,,,,,,,,,
Sendusu,SE201901_(163003C1/132625),Nakasabira_14_Phase2_R31C8,Nakasabira,1,17-SH3362_R19C7_plot277,SH3362,2018-11-14,2019-02-11,,,,,,,,,,89,
Sendusu,SE201901_(163020C1/132512),Nakasabira_14_Phase2_R32C3,Nakasabira,1,17-7197-2_R12C4_plot169,7197-2,2018-10-31,,,,,,,,,,,,
Sendusu,SE201901_(163058C1/132381),Tereza_14_Phase2_R16C9,Tereza,1,17-8075-7_R2C9_plot24,8075-7,2019-01-19,,,,,,,,,,,,
Sendusu,SE201901_(163080C1/132576),Tereza_14_Phase2_R16C1,Tereza,1,17-SH3362_R18C13_plot268,SH3362,2019-01-18,,,,,,,,,,,,
Sendusu,SE201901_(163108C1/132505),Nfuuka_14_Phase2_R13C10,Nfuuka,1,17-SH3217_R13C3_plot183,SH3217,2018-10-31,,,,,,,,,,,,
Sendusu,SE201901_(163145C1/132624),Entukura_14_Phase2_R6C2,Entukura,1,17-5265-1_R8C3_plot108,TMB2X5265-1,2019-01-18,,,,,,,,,,,,
Sendusu,SE201901_(163161C1/132624),Entukura_14_Phase2_R4C9,Entukura,1,17-5265-1_R8C3_plot108,TMB2X5265-1,2018-10-31,,,,,,,,,,,,
Sendusu,SE201901_(163203C1/132696),Entukura_16_Phase3_R5C1,Entukura,1,17-8075-7_R1C3_plot3,8075-7,2019-01-19,,,,,,,,,,,,
Sendusu,SE201901_(163237C1/132548),Kazirakwe_16_Phase3_R28C6,ITC1355,1,17-9128-3_R5C5_plot65,9128-3,2019-01-08,,,,,,,,,,,,
Sendusu,SE201901_(163254C1/132441),Nakyetengu_16_Phase3_R8C9,IITA-Nakyetengu,1,17-5265-1_R8C2_plot107,TMB2X5265-1,2018-10-23,,,,,,,,,,,,
Sendusu,SE201901_(163293C1/132640),Entukura_16_Phase3_R6C6,Entukura,1,17-5265-1_R9C3_plot123,TMB2X5265-1,2019-01-14,,,,,,,,,,,,
Sendusu,SE201902_(162368C1/132466),25974S-17_14_R4P1,25974S-17,1,17-8075-7_R1C1_plot1,8075-7,2019-02-14,,,,,,,,,,,,
Sendusu,SE201902_(162371C1/132494),29275S-1_14_R8P8,29275S-1,1,17-7197-2_R11C8_plot158,7197-2,2019-02-14,,,,,,,,,,,,
Sendusu,SE201902_(162421C1/132608),29275S-1_14_R7P3,29275S-1,1,17-8075-7_R3C3_plot33,8075-7,2019-02-14,,,,,,,,,,,,
Sendusu,SE201902_(162450C1/132447),25974S-17_14_R5P1,25974S-17,1,17-8075-7_R3C9_plot39,8075-7,2019-02-08,,,,,,,,,,,,
Sendusu,SE201902_(162565C1/132361),Enzirabahima_14_Phase1_R25C3,ITC1354,1,17-7197-2_R10C4_plot139,7197-2,2019-02-12,,,,,,,,,,,,
Sendusu,SE201902_(162579C1/132594),Entukura_14_Phase1_R5C6,Entukura,1,17-5265-1_R9C6_plot126,TMB2X5265-1,2019-02-12,,,,,,,,,,,,
Sendusu,SE201902_(162592C1/132708),Entukura_14_Phase1_R5C5,Entukura,1,17-7197-2_R11C14_plot164,7197-2,2019-02-09,,,,,,,,,,,,
Sendusu,SE201902_(162601C1/132441),Kazirakwe_14_Phase1_R30C7,ITC1355,1,17-5265-1_R8C2_plot107,TMB2X5265-1,2019-02-14,,,,,,,,,,,,
Sendusu,SE201902_(162657C1/132386),Entukura_14_Phase1_R6C16,Entukura,1,17-5265-1_R9C11_plot131,TMB2X5265-1,2019-02-13,,,,,,,,,,,,
Sendusu,SE201902_(162707C1/132507),Enzirabahima_14_Phase1_R26C13,ITC1354,1,17-9128-3_R4C6_plot51,9128-3,2019-02-07,,,,,,,,,,,,
Sendusu,SE201902_(162713C1/132452),Entukura_14_Phase1_R6C15,Entukura,1,17-9128-3_R4C7_plot52,9128-3,2019-02-09,,,,,,,,,,,,
Sendusu,SE201902_(162720C1/132374),Nfuuka_14_Phase1_R14C6,Nfuuka,1,17-SH3217_R13C4_plot184,SH3217,2019-02-09,,,,,,,,,,,,
Sendusu,SE201902_(162730C1/132470),Nfuuka_14_Phase1_R13C17,Nfuuka,1,17-7197-2_R10C9_plot144,7197-2,2019-02-12,,,,,,,,,,,,
Sendusu,SE201902_(162741C1/132612),Entukura_14_Phase1_R5C2,Entukura,1,17-8075-7_R2C11_plot26,8075-7,2019-02-12,,,,,,,,,,,,
Sendusu,SE201902_(162782C1/132393),Nfuuka_14_Phase1_R15C3,Nfuuka,1,17-8075-7_R2C8_plot23,8075-7,2019-02-09,,,,,,,,,,,,
Sendusu,SE201902_(162888C1/132393),Nakyetengu_14_Phase1_R8C3,IITA-Nakyetengu,1,17-8075-7_R2C8_plot23,8075-7,2019-02-12,,,,,,,,,,,,
Sendusu,SE201902_(162898C1/132624),Enzirabahima_14_Phase1_R25C8,ITC1354,1,17-5265-1_R8C3_plot108,TMB2X5265-1,2019-02-07,,,,,,,,,,,,
Sendusu,SE201902_(162941C1/132680),Entukura_14_Phase2_R5C6,Entukura,1,17-SH3362_R19C8_plot278,SH3362,2019-02-11,,,,,,,,,,,,
Sendusu,SE201902_(162977C1/132452),Nakyetengu_14_Phase2_R9C8,IITA-Nakyetengu,1,17-9128-3_R4C7_plot52,9128-3,2019-02-11,,,,,,,,,,,,
Sendusu,SE201902_(163060C1/132680),Enzirabahima_14_Phase2_R26C2,ITC1354,1,17-SH3362_R19C8_plot278,SH3362,2019-02-09,,,,,,,,,,,,
Sendusu,SE201902_(163092C1/132447),Nakyetengu_14_Phase2_R8C10,IITA-Nakyetengu,1,17-8075-7_R3C9_plot39,8075-7,2019-02-12,,,,,,,,,,,,
Sendusu,SE201902_(163152C1/132512),Nfuuka_14_Phase2_R15C5,Nfuuka,1,17-7197-2_R12C4_plot169,7197-2,2019-02-11,,,,,,,,,,,,
